paper,kind,value,url,context
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/The,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/The,"…T scans, containing 1252 CT COVID-19 positive and 1230 COVID-19 negative. 4 Vol:.(1234567890) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/The images from all three data sets were merged to generate a dataset for this work because the number of images accessible in the public repository was limited.…"
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Data,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Data,…of Pneumonia. Figure 1. Workflow diagram of proposed VGGFusionNet model. 5 Vol.:(0123456789) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Data pre‑processing. Image processing is a crucial step in obtaining meaningful information and cor- rect classification. The images were converted from RGB to gra…
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/A,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/A,…of COVID-19 positive and negative. Figure 3. Image preprocessing stages. 6 Vol:.(1234567890) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/A comparison of several Anisotropic Diffusion methods is shown in Fig. 4 and an example of original images. The proposed MADF technique’s edge preservation capa…
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Feature,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Feature,"…i, j −µGxµGy N i=1(Gix−µIx)(Giy−µIy) N (8) Ck = zi/N (9) r = |Ck −xi| 7 Vol.:(0123456789) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Feature extractor. Two feature extraction approaches, Histogram Oriented Gradient (HOG) and VGG-19 are used individually in this study. These features are incorporat…"
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Figure,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Figure,…ry wise (COVID-19 and normal) images after different diffusion techniques. 8 Vol:.(1234567890) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Figure 5. Image segmentation stages using region segmentation algorithm. Figure 6. Architectural representation of histogram oriented gradient features extraction…
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Here,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Here,"…epresentation of histogram oriented gradient features extraction approach. 9 Vol.:(0123456789) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Here the f is the gradient magnitude at direction θ for the pixel denoted by row i and column j . Then, a histogram is found using the angle and gradient. The norm…"
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/CNN,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/CNN,…(12) V = N i Vi V2 i + k Figure 7. Architecture of the VGG19 model. 10 Vol:.(1234567890) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/CNN based feature extractor and classification. One of the most prominent advancements in computer vision is image feature extraction utilizing CNN. Several CNN…
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/In,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/In,"….54 Resnet50 96.19 96.60 93.70 94.09 VGGFusionNet 98.06 97.22 98.97 97.01 11 Vol.:(0123456789) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/In Eqs. (16) and (17), p stands for probability of features, and He stands for entropy. The classifiers are provided with the features that have been chosen at t…"
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/ResultsIn,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/ResultsIn,"…8 80.07 0.24 0.19 ANN 91.79 91.52 0.082 0.085 CNN 92.62 94.03 0.061 0.083 12 Vol:.(1234567890) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/ResultsIn this research, accuracy, specificity, sensitivity, precision parameters are used for evaluating the computational result, and these parameters are achieved by…"
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Additionally,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Additionally,"…91.25 89.91 90.58 87.14 Dataset C (312 images)29 86.97 83.70 81.59 84.16 13 Vol.:(0123456789) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/Additionally, to test the robustness of the proposed approach in the detection of COVID-19 patterns, this experiment combined two datasets to train the proposed model and…"
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/ConclusionIndisputably,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/ConclusionIndisputably,"…andom patient-level ACC = 0.9806 SPEC = 0.9897 SEN = 0.9722 PREC = 0.9701 14 Vol:.(1234567890) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/ConclusionIndisputably, early detection of COVID-19 positive cases is the key to ensuring proper treatment and, most importantly, inhibiting current outbreaks worldwide. Our propose…"
2022-uddin-feature-fusion-based-vggfusionnet-model,DOI,10.1038/s41598-022-25539-xwww.nature.com/scientificreports/31,https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/31,"…g 39, 2615–2625. https://​doi.​org/​10.​1109/​TMI.​2020.​29959​65 (2020). 15 Vol.:(0123456789) Scientific Reports | (2022) 12:21796 | https://doi.org/10.1038/s41598-022-25539-xwww.nature.com/scientificreports/31. Li, L. et al. Using artificial intelligence to detect COVID-19 and community-acquired pneumonia based on pulmonary CT: Evalu- ation of the diagnostic accuracy…"
2022-uddin-smart-home-security-using-facial,DOI,10.5815/ijwmt.2022.02.04,https://doi.org/10.5815/ijwmt.2022.02.04,"I.J. Wireless and Microwave Technologies, 2022, 2, 40-50 Published Online April 2022 in MECS (http://www.mecs-press.org/)DOI: 10.5815/ijwmt.2022.02.04 This work is open access and licensed under the Creative Commons CC BY 4.0 License. Volume 12 (2022), Issue 2 Smart Home Securi…"
2023-uddin-artificial-intelligence-based-domotics-using,DOI,10.5815/ijisa.2023.03.04,https://doi.org/10.5815/ijisa.2023.03.04,"I.J. Intelligent Systems and Applications, 2023, 3, 44-55 Published Online on June 8, 2023 by MECS Press (http://www.mecs-press.org/)DOI: 10.5815/ijisa.2023.03.04 This work is open access and licensed under the Creative Commons CC BY 4.0 License. Volume 15 (2023), Issue 3 Artificial Intellig…"
2023-uddin-artificial-intelligence-based-domotics-using,DOI,10.5815/ijwmt.2022.02.04,https://doi.org/10.5815/ijwmt.2022.02.04,"…y Using Facial Authentication and Mobile Application"", International Journal of Wireless and Microwave Technologies(IJWMT), Vol.12, No.2, pp. 40-50, 2022.DOI: 10.5815/ijwmt.2022.02.04 [3] S. V. Chippa, Dr. R. R. Dube, “AWS EC2 based Home Security System using Face Recognition”, International Journal of Engineering Research & Technology (I…"
2023-uddin-blockchain-and-ifps-based-secure,DOI,10.5815/ijieeb.2023.01.03,https://doi.org/10.5815/ijieeb.2023.01.03,"I.J. Information Engineering and Electronic Business, 2023, 1, 29-40 Published Online on February 8, 2023 by MECS Press (http://www.mecs-press.org/)DOI: 10.5815/ijieeb.2023.01.03 This work is open access and licensed under the Creative Commons CC BY 4.0 License. Volume 15 (2023), Issue 1 Blockchain and IFPS…"
2023-uddin-blockchain-and-ifps-based-secure,DOI,10.1109/VTC2020-,https://doi.org/10.1109/VTC2020-,"…ing e-FIR Data through Blockchain within Smart Cities,"" 2020 IEEE 91st Vehicular Technology Conference (VTC2020-Spring), Antwerp, Belgium, 2020, pp. 1-5, doi: 10.1109/VTC2020- Spring48590.2020.9129428. [6] Han,M., Yan, M. , Li, J.,Ji, S.,and Li,Y., Generating uncertain networks based on historical network snapshots, in International…"
2023-uddin-blockchain-and-ifps-based-secure,DOI,10.1016/j.bcra.2021.100006,https://doi.org/10.1016/j.bcra.2021.100006,"…A Survey on the Adoption of Blockchain in IoT: Challenges and Solutions, Blockchain: Research and Applications, 2021, 100006, ISSN 2096-7209, https://doi.org/10.1016/j.bcra.2021.100006.[12] Nakamoto,S., “Bitcoin: A peer-to-peer electronic cash system,” white paper, 2008. [13] Uddin,M. A.,Stranieri,A.,Gondal, I., and Balasubramanian,V., “A dec…"
2023-uddin-blockchain-and-ifps-based-secure,DOI,10.1109/ICIICT1.2019.8741353,https://doi.org/10.1109/ICIICT1.2019.8741353,"…ensus Algorithms,"" 2019 1st International Conference on Innovations in Information and Communication Technology (ICIICT), Chennai, India, 2019, pp. 1-6, doi: 10.1109/ICIICT1.2019.8741353. [31] Vukolic,M., The quest for scalable blockchain fabric: Proof-of-work vs. bft replication, in International Workshop on Open Problems in Network Security,…"
2024-rahman-airnet-predictive-machine-learning-model,DOI,10.1186/s40068-024-00378-zRESEARCHOpen,https://doi.org/10.1186/s40068-024-00378-zRESEARCHOpen,"Rahman et al. Environmental Systems Research (2024) 13:44 https://doi.org/10.1186/s40068-024-00378-zRESEARCHOpen Access © The Author(s) 2024. Open Access This article is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License,…"
2025-masum-an-explainable-ai-based-deep,DOI,10.4108/airo.9795,https://doi.org/10.4108/airo.9795,"…permits copying, redistributing, remixing, transformation, and building upon the material in any medium so long as the original work is properly cited. doi: 10.4108/airo.9795 1. Introduction Gastrointestinal (GI) disorders remain a widespread public health concern, causing substantial morbidity and placing immense strain on healt…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.21203/rs.3.rs-9986071/v1License:,https://doi.org/10.21203/rs.3.rs-9986071/v1License:,"…ding, Neuro-Symbolic Reasoning, Trust Calibration, Uncertainty-Aware AI, Retrieval-Augmented Generation (RAG) Posted Date: June 25th, 2026 DOI: https://doi.org/10.21203/rs.3.rs-9986071/v1License:   This work is licensed under a Creative Commons Attribution 4.0 International License. Read Full License Additional Declarations: No competing interests r…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1145/3703155,https://doi.org/10.1145/3703155,"…rvey on Hallucination in Large Language Models: Princi- ples, Taxonomy, Challenges, and Open Questions,” ACM Trans. Inf. Syst., vol. 43, no. 2, Jan. 2025, doi: 10.1145/3703155. [2] S. M. T. I. Tonmoy et al., “A Comprehensive Survey of Hallucination Miti- gation Techniques in Large Language Models,” Jan. 2024, [Online]. Available: http…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1631/FITEE.2500180,https://doi.org/10.1631/FITEE.2500180,"…ection: a black-box zero- resource approach,” Frontiers of Information Technology and Electronic Engi- neering, vol. 26, no. 11, pp. 2298–2309, Nov. 2025, doi: 10.1631/FITEE.2500180. [5] P. Manakul, A. Liusie, and M. J. F. Gales, “SelfCheckGPT: Zero-Resource Black- Box Hallucination Detection for Generative Large Language Models,” Oct. 2023…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/ICT-,https://doi.org/10.1109/ICT-,"…AG) for Large Lan- guage Models,” in 2025 International Conference on Trustworthy Big Data and Artiﬁcial Intelligence (ICTBAI), IEEE, Aug. 2025, pp. 7–13. doi: 10.1109/ICT- BAI68361.2025.00008. 48 [9] S. AboulEla, P. Zabihitari, N. Ibrahim, M. Afshar, and R. Kashef, “Explor- ing RAG Solutions to Reduce Hallucinations in LLMs,” in…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/SysCon64521.2025.11014810,https://doi.org/10.1109/SysCon64521.2025.11014810,"…R. Kashef, “Explor- ing RAG Solutions to Reduce Hallucinations in LLMs,” in 2025 IEEE International systems Conference (SysCon), IEEE, Apr. 2025, pp. 1–8. doi: 10.1109/SysCon64521.2025.11014810. [10] H. Tekg¨oz, H. Erdo˘gan, H. Uz, and H. Altınok, “Evaluation of Vector Database and LLM Models in Retrieval-Augmented Generation (RAG) Systems,” in 2025 10…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/UBMK67458.2025.11206778,https://doi.org/10.1109/UBMK67458.2025.11206778,"…ieval-Augmented Generation (RAG) Systems,” in 2025 10th International Conference on Computer Science and Engineering (UBMK), IEEE, Sep. 2025, pp. 572–576. doi: 10.1109/UBMK67458.2025.11206778. [11] M. R. A. Hamid, S. A. El-Regaily, and M. M. Aref, “Can Large Language Models Perform Retrieval-Augmented Generation as Multi-Hop Reasoning Over Knowledge…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/MIUCC66482.2025.11196859,https://doi.org/10.1109/MIUCC66482.2025.11196859,"…Reasoning Over Knowledge Graphs?,” in 2025 International Mobile, Intelligent, and Ubiqui- tous Computing Conference (MIUCC), IEEE, Sep. 2025, pp. 360–365. doi: 10.1109/MIUCC66482.2025.11196859. [12] S. Xu, Z. Yan, C. Dai, and F. Wu, “MEGA-RAG: a retrieval-augmented gen- eration framework with multi-evidence guided answer reﬁnement for mitigating hallu…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.3389/fpubh.2025.1635381,https://doi.org/10.3389/fpubh.2025.1635381,"…n framework with multi-evidence guided answer reﬁnement for mitigating hallucinations of LLMs in public health,” Front. Public Health, vol. 13, Oct. 2025, doi: 10.3389/fpubh.2025.1635381. [13] H. Sansford, N. Richardson, H. P. Maretic, and J. N. Saada, “GraphEval: A Knowledge-Graph Based LLM Hallucination Evaluation Framework,” Jul. 2024, [Onlin…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/IJCNN64981.2025.11227412,https://doi.org/10.1109/IJCNN64981.2025.11227412,"…oning Approach for Explainable Claim Veriﬁcation Using LLMs,” in 2025 International Joint Conference on Neural Networks (IJCNN), IEEE, Jun. 2025, pp. 1–8. doi: 10.1109/IJCNN64981.2025.11227412. [15] B. Xu, F. Sun, X. Liu, P. Wu, X. Wang, and L. Pan, “Complex Claim Veri- ﬁcation via Human Fact-Checking Imitation with Large Language Models,” in 2024 19t…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/iSAI-,https://doi.org/10.1109/iSAI-,"…nguage Models,” in 2024 19th International Joint Symposium on Artiﬁcial Intelligence and Natural Language Processing (iSAI-NLP), IEEE, Nov. 2024, pp. 1–6. doi: 10.1109/iSAI- NLP64410.2024.10799276. [16] H.-Y. Huang, Y. Yang, Z. Zhang, S. Lee, and Y. Wu, “A Survey of Uncertainty Estimation in LLMs: Theory Meets Practice,” Oct. 2024,…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/ICCV48922.2021.00681,https://doi.org/10.1109/ICCV48922.2021.00681,"…Temperature Scal- ing for Probability Calibration,” in 2021 IEEE/CVF International Confer- ence on Computer Vision (ICCV), IEEE, Oct. 2021, pp. 6869–6879. doi: 10.1109/ICCV48922.2021.00681. [18] Z. Cao, Y. Li, and B.-S. Shin, “LogitAC: Logit Amplitude Constraints for Conﬁ- dence Calibration and Out-of-Distribution Detection,” IEEE Trans. Emerg. To…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/TETCI.2024.3440196,https://doi.org/10.1109/TETCI.2024.3440196,"…it Amplitude Constraints for Conﬁ- dence Calibration and Out-of-Distribution Detection,” IEEE Trans. Emerg. Top. 49 Comput. Intell., pp. 1–11, Aug. 2024, doi: 10.1109/TETCI.2024.3440196. [19] G. Hao, J. Wu, Q. Pan, and R. Morello, “Quantifying the uncertainty of LLM hallucination spreading in complex adaptive social networks,” Sci. Rep., vol. 1…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1038/s41598-024-66708-4,https://doi.org/10.1038/s41598-024-66708-4,"…n, and R. Morello, “Quantifying the uncertainty of LLM hallucination spreading in complex adaptive social networks,” Sci. Rep., vol. 14, no. 1, Dec. 2024, doi: 10.1038/s41598-024-66708-4. [20] W. H. Chin, Y. Guo, C. K. Loo, and N. Kubota, “A Hybrid Neuro-Symbolic Rea- soning Framework for Automated Factual Veriﬁcation in Conversational AI,” in 2…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/ICMLC66258.2025.11280070,https://doi.org/10.1109/ICMLC66258.2025.11280070,"…ted Factual Veriﬁcation in Conversational AI,” in 2025 International Conference on Machine Learning and Cybernetics (ICMLC), IEEE, Jul. 2025, pp. 315–320. doi: 10.1109/ICMLC66258.2025.11280070. [21] F. Wang et al., “A Comprehensive Survey of Small Language Models in the Era of Large Language Models: Techniques, Enhancements, Applications, Collaboratio…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1145/3768165,https://doi.org/10.1145/3768165,"…dels: Techniques, Enhancements, Applications, Collaboration with LLMs, and Trustworthiness,” ACM Trans. Intell. Syst. Technol., vol. 16, no. 6, Nov. 2025, doi: 10.1145/3768165. [22] M. Hu et al., “SLM Meets LLM: Balancing Latency, Interpretability and Consistency in Hallucination Detection,” Aug. 2024, [Online]. Available: http://arxi…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/eStream61684.2024.10542617,https://doi.org/10.1109/eStream61684.2024.10542617,"…s in Large Language Models (LLMs),” in 2024 IEEE Open Conference of Electrical, Elec- tronic and Information Sciences (eStream), IEEE, Apr. 2024, pp. 1–6. doi: 10.1109/eStream61684.2024.10542617. [24] X. Fang et al., “Reframing Hallucination in Large Language Models: A Lifecycle- Based, Mechanism-Aligned, and Phenomenon-Consistent Deﬁnition,” in 2024 7t…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/UV63228.2024.11189217,https://doi.org/10.1109/UV63228.2024.11189217,"…Based, Mechanism-Aligned, and Phenomenon-Consistent Deﬁnition,” in 2024 7th International Conference on Universal Village (UV), IEEE, Oct. 2024, pp. 1–15. doi: 10.1109/UV63228.2024.11189217. [25] N. Delpisheh and Y. Chali, “Hallucinations in Abstractive Text Summarization with Large Language Models,” in 2025 2nd International Generative AI and Comp…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/GACLM67198.2025.11231924,https://doi.org/10.1109/GACLM67198.2025.11231924,"…on with Large Language Models,” in 2025 2nd International Generative AI and Computational Language Modelling Conference (GACLM), IEEE, Aug. 2025, pp. 1–8. doi: 10.1109/GACLM67198.2025.11231924. [26] J. Waldo and S. Boussard, “GPTs and Hallucination: Why do large lan- guage models hallucinate?,” Queue, vol. 22, no. 4, pp. 19–33, Aug. 2024, doi: 10.1145…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1145/3688007,https://doi.org/10.1145/3688007,"…231924. [26] J. Waldo and S. Boussard, “GPTs and Hallucination: Why do large lan- guage models hallucinate?,” Queue, vol. 22, no. 4, pp. 19–33, Aug. 2024, doi: 10.1145/3688007. [27] Y. Zhang et al., “The Law of Knowledge Overshadowing: Towards Understanding, Predicting, and Preventing LLM Hallucination,” Feb. 2025, [Online]. Available…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/ACCESS.2026.3659997,https://doi.org/10.1109/ACCESS.2026.3659997,"…P. Tikka, J. Karjalainen, A. Alesani, and V. Goriachev, “Large Language Model hallucination mitigation in three industrial use cases,” IEEE Access, 2026, doi: 10.1109/ACCESS.2026.3659997. [30] S. Min et al., “FActScore: Fine-grained Atomic Evaluation of Factual Pre- cision in Long Form Text Generation,” Oct. 2023, [Online]. Available: http://arx…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/ICERECT65215.2025.11377112,https://doi.org/10.1109/ICERECT65215.2025.11377112,"…uestion,” in 2025 5th International Conference on Emerging Research in Elec- tronics, Computer Science and Technology (ICERECT), IEEE, Sep. 2025, pp. 1–6. doi: 10.1109/ICERECT65215.2025.11377112. [36] Y. Pu, Z. He, T. Qiu, H. Wu, and B. Yu, “Customized Retrieval Augmented Generation and Benchmarking for EDA Tool Documentation QA,” in Proceedings of the…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1145/3676536.3676730,https://doi.org/10.1145/3676536.3676730,"…Tool Documentation QA,” in Proceedings of the 43rd IEEE/ACM International Conference on Computer-Aided Design, New York, NY, USA: ACM, Oct. 2024, pp. 1–9. doi: 10.1145/3676536.3676730. [37] J. Niu, “ML-DPR: A Meta-Learning-Based Model for Domain-Adaptive Dense Passage Retrieval,” in 2023 IEEE International Conference on Image Process- ing and…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/ICIPCA59209.2023.10257843,https://doi.org/10.1109/ICIPCA59209.2023.10257843,"…ve Dense Passage Retrieval,” in 2023 IEEE International Conference on Image Process- ing and Computer Applications (ICIPCA), IEEE, Aug. 2023, pp. 985–989. doi: 10.1109/ICIPCA59209.2023.10257843. [38] K. Kim et al., “Bauhaus: Restructuring Vector Database for LLM Retrieval on CXL-Based Tiered Memory,” IEEE Transactions on Computers, vol. 75, no. 4, pp.…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/TC.2026.3656215,https://doi.org/10.1109/TC.2026.3656215,"…us: Restructuring Vector Database for LLM Retrieval on CXL-Based Tiered Memory,” IEEE Transactions on Computers, vol. 75, no. 4, pp. 1309–1322, Apr. 2026, doi: 10.1109/TC.2026.3656215. [39] W. Wu, H. Wang, B. Li, P. Huang, X. Zhao, and L. Liang, “Mul- tiRAG: A Knowledge-guided Framework for Mitigating Hallucination in Multi-source Retrieval A…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/ICDE65448.2025.00230,https://doi.org/10.1109/ICDE65448.2025.00230,"…X. Zhao, and L. Liang, “Mul- tiRAG: A Knowledge-guided Framework for Mitigating Hallucination in Multi-source Retrieval Augmented Generation,” Aug. 2025, doi: 10.1109/ICDE65448.2025.00230. 51 [40] Y. Xu, T. Cai, J. Jiang, and X. Song, “Face4Rag: Factual Consistency Eval- uation for Retrieval Augmented Generation in Chinese,” in Proceedings of th…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1145/3637528.3671656,https://doi.org/10.1145/3637528.3671656,"…ceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, Association for Computing Machinery, Aug. 2024, pp. 6083–6094. doi: 10.1145/3637528.3671656. [41] K. Wo lk, “Evaluating Retrieval-Augmented Generation Variants for Clinical Deci- sion Support: Hallucination Mitigation and Secure On-Premises Deployment,…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.3390/electron-,https://doi.org/10.3390/electron-,"…iants for Clinical Deci- sion Support: Hallucination Mitigation and Secure On-Premises Deployment,” Electronics (Switzerland), vol. 14, no. 21, Nov. 2025, doi: 10.3390/electron- ics14214227. [42] Y. Gato and T. Akiba, “A Retrieval-and-Classiﬁcation Approach for Fact- checking Grounded by Assembly Minutes,” in 2022 9th International Con…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/ICAICTA56449.2022.9932924,https://doi.org/10.1109/ICAICTA56449.2022.9932924,"…by Assembly Minutes,” in 2022 9th International Conference on Advanced Informatics: Concepts, Theory and Applications (ICAICTA), IEEE, Sep. 2022, pp. 1–5. doi: 10.1109/ICAICTA56449.2022.9932924. [43] L. Zheng, C. Li, H. Jia, and X. Zhang, “Reasoning Paths as Signals: Augment- ing Multi-hop Fact Veriﬁcation through Structural Reasoning Progression,” 202…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/IJCNN52387.2021.9533916,https://doi.org/10.1109/IJCNN52387.2021.9533916,"…V: Multimodal Content Based Multilingual Fact Veriﬁcation,” in 2021 International Joint Confer- ence on Neural Networks (IJCNN), IEEE, Jul. 2021, pp. 1–8. doi: 10.1109/IJCNN52387.2021.9533916. [45] H. N. Dao, Y. Hashimoto, and T. C. Thang, “An LLM-Enabled Multi- Agent System for Evidence-Grounded Fact Checking,” in 2025 IEEE 18th International Sympos…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/MCSoC67473.2025.00029,https://doi.org/10.1109/MCSoC67473.2025.00029,"…-Grounded Fact Checking,” in 2025 IEEE 18th International Symposium on Embedded Multicore/Many-core Systems-on-Chip (MCSoC), IEEE, Dec. 2025, pp. 125–130. doi: 10.1109/MCSoC67473.2025.00029. [46] Z. Yan, J. Wang, J. Chen, X. Li, R. Li, and J. Z. Pan, “Atomic Fact Decom- position Helps Attributed Question Answering,” Sep. 2025, [Online]. Available:…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/TASL-,https://doi.org/10.1109/TASL-,"…omated Factuality Hallu- cination Dataset Generation for Large Language Models,” IEEE Trans. Audio Speech Lang. Process., vol. 34, pp. 184–195, Jan. 2026, doi: 10.1109/TASL- PRO.2025.3635038. [48] E. Sch¨onw¨alder, C. Falkenberg, C. Hartmann, and W. Lehner, “Absten- tion is all you need,” in 2025 IEEE 12th International Conference…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/DSAA65442.2025.11248029,https://doi.org/10.1109/DSAA65442.2025.11248029,"…hner, “Absten- tion is all you need,” in 2025 IEEE 12th International Conference on Data Science and Advanced Analytics (DSAA), IEEE, Oct. 2025, pp. 1–10. doi: 10.1109/DSAA65442.2025.11248029. 52 [49] Y. Huang et al., “Look Before You Leap: An Exploratory Study of Uncertainty Analysis for Large Language Models,” IEEE Transactions on Software Enginee…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/TSE.2024.3519464,https://doi.org/10.1109/TSE.2024.3519464,"…Exploratory Study of Uncertainty Analysis for Large Language Models,” IEEE Transactions on Software Engineer- ing, vol. 51, no. 2, pp. 413–429, Jan. 2025, doi: 10.1109/TSE.2024.3519464. [50] C. Wang, Z. Cao, and K. Zhou, “Towards Faithful and Explainable Large Lan- guage Models: A Knowledge Graph-Guided Framework for Reasoning Enhance- ment an…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/SNPD65828.2025.11253421,https://doi.org/10.1109/SNPD65828.2025.11253421,"…nternational Conference on Software Engineering, Artiﬁcial Intelligence, Networking and Parallel/Distributed Computing (SNPD), IEEE, Jun. 2025, pp. 92–99. doi: 10.1109/SNPD65828.2025.11253421. [51] R. Sullivan and N. Elsayed, “Can Large Language Models Act as Symbolic Reasoners?,” Oct. 2024, [Online]. Available: http://arxiv.org/abs/2410.21490[52] H.…"
2026-hasan-a-multi-layer-framework-for-hallucination,DOI,10.1109/IC-,https://doi.org/10.1109/IC-,"…“Structured Intelli- gence: Merging Neural and Symbolic AI,” in 2025 International Conference on Computing Technologies (ICOCT), IEEE, Jun. 2025, pp. 1–5. doi: 10.1109/IC- OCT64433.2025.11118474. [53] Z. Xu, J. Li, and W. Zhang, “Large Language Model and Knowledge Graph Entangled Logical Reasoning,” in 2024 IEEE International Con…"
