geo_accession,title,source_name_ch1,description,platform_id,organism_ch1,tissue,channel_count,characteristics_ch2,contact_address,contact_city,contact_country,contact_department,contact_email,contact_institute,contact_laboratory,contact_name,contact_state,contact_zip/postal_code,data_processing,data_row_count,extract_protocol_ch1,extract_protocol_ch2,hyb_protocol,label_ch1,label_ch2,label_protocol_ch1,label_protocol_ch2,last_update_date,molecule_ch1,molecule_ch2,organism_ch2,scan_protocol,source_name_ch2,status,submission_date,supplementary_file,taxid_ch1,taxid_ch2,type
GSM1304338,Ov_Tumor_Ref_Mix  vs. 748,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 748,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304338/suppl/GSM1304338_B02_251485056065_S01_GE2-v5_95_Feb07_2_Off_1_2.txt.gz,9606,9606,RNA
GSM1304339,Ov_Tumor_Ref_Mix  vs. 760,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 760,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304339/suppl/GSM1304339_B02_251485056065_S01_GE2-v5_95_Feb07_2_Off_1_3.txt.gz,9606,9606,RNA
GSM1304340,Ov_Tumor_Ref_Mix  vs. 764,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 764,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304340/suppl/GSM1304340_B02_251485056065_S01_GE2-v5_95_Feb07_2_Off_1_4.txt.gz,9606,9606,RNA
GSM1304341,Ov_Tumor_Ref_Mix  vs. 765,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 765,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304341/suppl/GSM1304341_B02_251485056066_S01_GE2-v5_95_Feb07_2_Off_1_1.txt.gz,9606,9606,RNA
GSM1304342,Ov_Tumor_Ref_Mix  vs. 771,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 771,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304342/suppl/GSM1304342_B02_251485056066_S01_GE2-v5_95_Feb07_2_Off_1_2.txt.gz,9606,9606,RNA
GSM1304343,Ov_Tumor_Ref_Mix  vs. 793,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 793,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304343/suppl/GSM1304343_B02_251485056066_S01_GE2-v5_95_Feb07_2_Off_1_3.txt.gz,9606,9606,RNA
GSM1304344,Ov_Tumor_Ref_Mix  vs. 799,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 799,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304344/suppl/GSM1304344_B02_251485056066_S01_GE2-v5_95_Feb07_2_Off_1_4.txt.gz,9606,9606,RNA
GSM1304345,Ov_Tumor_Ref_Mix  vs. 803,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 803,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304345/suppl/GSM1304345_B02_251485056473_S01_GE2-v5_95_Feb07_2_Off_1_4.txt.gz,9606,9606,RNA
GSM1304346,Ov_Tumor_Ref_Mix  vs. 808,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 808,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304346/suppl/GSM1304346_B02_251485056577_S01_GE2-v5_95_Feb07_2_Off_1_1.txt.gz,9606,9606,RNA
GSM1304347,Ov_Tumor_Ref_Mix  vs. 812,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 812,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304347/suppl/GSM1304347_B02_251485056577_S01_GE2-v5_95_Feb07_2_Off_1_2.txt.gz,9606,9606,RNA
GSM1304348,Ov_Tumor_Ref_Mix  vs. 815,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 815,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304348/suppl/GSM1304348_B02_251485056577_S01_GE2-v5_95_Feb07_2_Off_1_3.txt.gz,9606,9606,RNA
GSM1304349,Ov_Tumor_Ref_Mix  vs. 820,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 820,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304349/suppl/GSM1304349_B02_251485056577_S01_GE2-v5_95_Feb07_2_Off_1_4.txt.gz,9606,9606,RNA
GSM1304350,Ov_Tumor_Ref_Mix  vs. 824,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 824,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304350/suppl/GSM1304350_B02_251485056578_S01_GE2-v5_95_Feb07_2_Off_1_1.txt.gz,9606,9606,RNA
GSM1304351,Ov_Tumor_Ref_Mix  vs. 844,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 844,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304351/suppl/GSM1304351_B02_251485056578_S01_GE2-v5_95_Feb07_2_Off_1_2.txt.gz,9606,9606,RNA
GSM1304352,Ov_Tumor_Ref_Mix  vs. 846,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 846,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304352/suppl/GSM1304352_B02_251485056578_S01_GE2-v5_95_Feb07_2_Off_1_3.txt.gz,9606,9606,RNA
GSM1304353,Ov_Tumor_Ref_Mix  vs. 855,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 855,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304353/suppl/GSM1304353_B02_251485056578_S01_GE2-v5_95_Feb07_2_Off_1_4.txt.gz,9606,9606,RNA
GSM1304354,Ov_Tumor_Ref_Mix  vs. 860,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 860,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304354/suppl/GSM1304354_B02_251485056579_S01_GE2-v5_95_Feb07_2_Off_1_1.txt.gz,9606,9606,RNA
GSM1304355,Ov_Tumor_Ref_Mix  vs. 869,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 869,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304355/suppl/GSM1304355_B02_251485056579_S01_GE2-v5_95_Feb07_2_Off_1_2.txt.gz,9606,9606,RNA
